Frame Count,Start Time(in ms),End Time(in ms),Execution Time(in ms),Jitter(in ms)
380,1596870520341.097656,1596870520380.975098,39.877441,-0.295410
381,1596870520441.377441,1596870520481.254639,39.877197,-0.279785
382,1596870520541.674072,1596870520581.609375,39.935303,-0.296631
383,1596870520641.901611,1596870520681.746338,39.844727,-0.227539
384,1596870520742.175537,1596870520782.075928,39.900391,-0.273926
385,1596870520842.443115,1596870520882.322754,39.879639,-0.267578
386,1596870520942.725830,1596870520982.602783,39.876953,-0.282715
387,1596870521042.995361,1596870521082.875488,39.880127,-0.269531
388,1596870521143.296875,1596870521183.187500,39.890625,-0.301514
389,1596870521243.584229,1596870521283.467773,39.883545,-0.287354
390,1596870521343.876465,1596870521383.749268,39.872803,-0.292236
391,1596870521444.170654,1596870521484.079590,39.908936,-0.294189
392,1596870521544.499756,1596870521584.362305,39.862549,-0.329102
393,1596870521644.772705,1596870521684.678955,39.906250,-0.272949
394,1596870521745.072021,1596870521784.933350,39.861328,-0.299316
395,1596870521845.365234,1596870521885.250732,39.885498,-0.293213
396,1596870521945.654297,1596870521985.560303,39.906006,-0.289062
397,1596870522045.941162,1596870522085.856934,39.915771,-0.286865
398,1596870522146.238525,1596870522186.127441,39.888916,-0.297363
399,1596870522246.519775,1596870522286.419189,39.899414,-0.281250
400,1596870522353.528320,1596870522393.470459,39.942139,-7.008545
401,1596870522545.903076,1596870522585.864502,39.961426,-92.374756
402,1596870522646.212402,1596870522686.198730,39.986328,-0.309326
403,1596870522746.534912,1596870522786.472412,39.937500,-0.322510
404,1596870522846.751953,1596870522886.710693,39.958740,-0.217041
405,1596870522946.973633,1596870522986.899902,39.926270,-0.221680
406,1596870523047.236084,1596870523087.177002,39.940918,-0.262451
407,1596870523147.535889,1596870523187.520996,39.985107,-0.299805
408,1596870523247.796631,1596870523287.717285,39.920654,-0.260742
409,1596870523348.041260,1596870523387.996338,39.955078,-0.244629
410,1596870523448.455811,1596870523488.479492,40.023682,-0.414551
411,1596870523548.753174,1596870523588.656006,39.902832,-0.297363
412,1596870523649.031738,1596870523688.971191,39.939453,-0.278564
413,1596870523749.324707,1596870523789.263672,39.938965,-0.292969
414,1596870523849.593506,1596870523889.526611,39.933105,-0.268799
415,1596870523949.874023,1596870523989.825684,39.951660,-0.280518
416,1596870524050.200928,1596870524090.144531,39.943604,-0.326904
417,1596870524150.679199,1596870524190.679688,40.000488,-0.478271
418,1596870524250.938232,1596870524290.875244,39.937012,-0.259033
419,1596870524351.286621,1596870524391.270996,39.984375,-0.348389
420,1596870524451.535645,1596870524491.499023,39.963379,-0.249023
421,1596870524551.758789,1596870524591.625488,39.866699,-0.223145
422,1596870524652.005127,1596870524692.001953,39.996826,-0.246338
423,1596870524752.380615,1596870524792.403320,40.022705,-0.375488
424,1596870524852.604980,1596870524892.559814,39.954834,-0.224365
425,1596870524952.885742,1596870524992.823730,39.937988,-0.280762
