Frame Count,Start Time(in ms),End Time(in ms),Execution Time(in ms),Jitter(in ms)
164,1596870498424.052002,1596870498428.750977,4.698975,-0.422363
165,1596870498524.355713,1596870498528.913818,4.558105,-0.388428
166,1596870498624.508789,1596870498628.850342,4.341553,-0.303711
167,1596870498724.767090,1596870498729.048828,4.281738,-0.153076
168,1596870498825.184326,1596870498829.551758,4.367432,-0.258301
169,1596870498925.410889,1596870498929.900146,4.489258,-0.417236
170,1596870499025.695312,1596870500133.123535,1107.428223,-0.226562
171,1596870500133.386475,1596870500137.829590,4.443115,-0.284424
172,1596870500138.062256,1596870500142.506104,4.443848,-1007.691162
173,1596870500142.725342,1596870500147.186035,4.460693,95.324219
174,1596870500147.383545,1596870500151.958496,4.574951,95.336914
175,1596870500152.216064,1596870500157.323486,5.107422,95.341797
176,1596870500157.666260,1596870500163.185303,5.519043,95.167480
177,1596870500163.385742,1596870500167.980713,4.594971,94.549805
178,1596870500168.219482,1596870500173.428223,5.208740,94.280518
179,1596870500173.653320,1596870500178.203369,4.550049,95.166260
180,1596870500178.416016,1596870500183.081299,4.665283,94.566162
181,1596870500183.312744,1596870500187.960938,4.648193,95.237305
182,1596870500259.665527,1596870500264.281738,4.616211,95.103271
183,1596870500360.106201,1596870500364.416992,4.310791,23.647217
184,1596870500460.533936,1596870500464.739990,4.206055,-0.440674
185,1596870500560.887207,1596870500565.367188,4.479980,-0.427734
186,1596870500661.325195,1596870500665.690430,4.365234,-0.353271
187,1596870500761.479248,1596870500765.954346,4.475098,-0.437988
188,1596870500861.998779,1596870500866.519775,4.520996,-0.154053
189,1596870500962.287354,1596870500966.742676,4.455322,-0.519531
190,1596870501062.643311,1596870501066.950684,4.307373,-0.288574
191,1596870501162.872070,1596870501167.511963,4.639893,-0.355957
192,1596870501263.051025,1596870501267.588379,4.537354,-0.228760
193,1596870501363.412354,1596870501368.116455,4.704102,-0.178955
194,1596870501464.937744,1596870501469.316895,4.379150,-0.361328
195,1596870501564.215332,1596870501569.024170,4.808838,-1.525391
196,1596870501664.333740,1596870501668.758545,4.424805,0.722412
197,1596870501764.900391,1596870501769.339111,4.438721,-0.118408
198,1596870501865.178223,1596870501869.652100,4.473877,-0.566650
199,1596870501965.468018,1596870501970.157471,4.689453,-0.277832
200,1596870502065.549805,1596870502069.990723,4.440918,-0.289795
